prompt_id,left_model,right_model,left_phase,right_phase,left_repetition,right_repetition,left_row_index,right_row_index,pair_type,cosine_similarity,model_pair,embedding_correlation,run_label,run_order
math_006,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,615,815,cross-model agreement,0.9756370838730954,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9752346955546768,Warm 2,2
math_006,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,715,815,cross-model agreement,0.9716520114525847,gpt-4.1-mini vs gpt-5.4,0.9711802445121736,Warm 2,2
math_007,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,16,116,cross-model agreement,0.9490102448069703,DeepSeek-V4-Flash vs gpt-5.4,0.9483268781764105,Cold 0,0
math_007,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,16,216,cross-model agreement,0.9555297868691738,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9549394435286064,Cold 0,0
math_007,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,116,216,cross-model agreement,0.9486142782568983,gpt-4.1-mini vs gpt-5.4,0.9479254438808713,Cold 0,0
math_007,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,316,416,cross-model agreement,0.9522295262865079,DeepSeek-V4-Flash vs gpt-5.4,0.9515193736106348,Warm 1,1
math_007,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,316,516,cross-model agreement,0.9583774655397393,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9577640062623473,Warm 1,1
math_007,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,416,516,cross-model agreement,0.9518576535812805,gpt-4.1-mini vs gpt-5.4,0.9511418261856889,Warm 1,1
math_007,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,616,716,cross-model agreement,0.9479422103907928,DeepSeek-V4-Flash vs gpt-5.4,0.9472722414376352,Warm 2,2
math_007,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,616,816,cross-model agreement,0.9545838335378892,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9540051018990087,Warm 2,2
math_007,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,716,816,cross-model agreement,0.9475382778761028,gpt-4.1-mini vs gpt-5.4,0.9468629436240777,Warm 2,2
math_008,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,17,117,cross-model agreement,0.9771144758072315,DeepSeek-V4-Flash vs gpt-5.4,0.9767121355500621,Cold 0,0
math_008,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,17,217,cross-model agreement,0.9801343657122539,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9797867434287835,Cold 0,0
math_008,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,117,217,cross-model agreement,0.9769323313549746,gpt-4.1-mini vs gpt-5.4,0.9765267032633925,Cold 0,0
math_008,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,317,417,cross-model agreement,0.9778531496121196,DeepSeek-V4-Flash vs gpt-5.4,0.9774362921496434,Warm 1,1
math_008,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,317,517,cross-model agreement,0.9807820852118155,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9804219251921463,Warm 1,1
math_008,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,417,517,cross-model agreement,0.9776768102463032,gpt-4.1-mini vs gpt-5.4,0.9772565515792214,Warm 1,1
math_008,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,617,717,cross-model agreement,0.9769017934924947,DeepSeek-V4-Flash vs gpt-5.4,0.9765063662948642,Warm 2,2
math_008,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,617,817,cross-model agreement,0.9799477901872568,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9796061531051784,Warm 2,2
math_008,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,717,817,cross-model agreement,0.9767179785405833,gpt-4.1-mini vs gpt-5.4,0.9763193176936218,Warm 2,2
math_009,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,18,118,cross-model agreement,0.9794398057113934,DeepSeek-V4-Flash vs gpt-5.4,0.979029511502423,Cold 0,0
math_009,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,18,218,cross-model agreement,0.9822306243282896,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9818781179343099,Cold 0,0
math_009,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,118,218,cross-model agreement,0.9792764921626107,gpt-4.1-mini vs gpt-5.4,0.9788628523202079,Cold 0,0
math_009,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,318,418,cross-model agreement,0.9799836781392897,DeepSeek-V4-Flash vs gpt-5.4,0.9795579877474444,Warm 1,1
math_009,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,318,518,cross-model agreement,0.9827034752523474,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9823376936948897,Warm 1,1
math_009,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,418,518,cross-model agreement,0.9798246218133915,gpt-4.1-mini vs gpt-5.4,0.9793954652157466,Warm 1,1
math_009,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,618,718,cross-model agreement,0.9792683135012268,DeepSeek-V4-Flash vs gpt-5.4,0.9788642571861399,Warm 2,2
math_009,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,618,818,cross-model agreement,0.9820814946973165,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9817343674676485,Warm 2,2
math_009,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,718,818,cross-model agreement,0.9791036582911952,gpt-4.1-mini vs gpt-5.4,0.9786963052384634,Warm 2,2
math_010,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,19,119,cross-model agreement,0.9830508807923813,DeepSeek-V4-Flash vs gpt-5.4,0.9827309998887113,Cold 0,0
math_010,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,19,219,cross-model agreement,0.9853274521514509,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9850517504169519,Cold 0,0
math_010,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,119,219,cross-model agreement,0.9829155302252824,gpt-4.1-mini vs gpt-5.4,0.9825930268523998,Cold 0,0
math_010,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,319,419,cross-model agreement,0.9834594540051974,DeepSeek-V4-Flash vs gpt-5.4,0.9831279533893776,Warm 1,1
math_010,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,319,519,cross-model agreement,0.9856838299587448,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9853980989551739,Warm 1,1
math_010,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,419,519,cross-model agreement,0.9833273358272213,gpt-4.1-mini vs gpt-5.4,0.9829931213989914,Warm 1,1
math_010,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,619,719,cross-model agreement,0.9829345081611098,DeepSeek-V4-Flash vs gpt-5.4,0.9826197349603183,Warm 2,2
math_010,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,619,819,cross-model agreement,0.9852259217927101,DeepSeek-V4-Flash vs gpt-4.1-mini,0.984954632859283,Warm 2,2
math_010,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,719,819,cross-model agreement,0.9827982371998234,gpt-4.1-mini vs gpt-5.4,0.9824808818157685,Warm 2,2
classify_001,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,20,120,cross-model agreement,0.9680427820216089,DeepSeek-V4-Flash vs gpt-5.4,0.9674655518220711,Cold 0,0
classify_001,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,20,220,cross-model agreement,0.9722170325090042,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9717179561523389,Cold 0,0
classify_001,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,120,220,cross-model agreement,0.9677904192653668,gpt-4.1-mini vs gpt-5.4,0.9672085229275921,Cold 0,0
classify_001,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,320,420,cross-model agreement,0.9693377935082368,DeepSeek-V4-Flash vs gpt-5.4,0.9687402378355158,Warm 1,1
classify_001,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,320,520,cross-model agreement,0.9733558992913688,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9728392799509694,Warm 1,1
classify_001,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,420,520,cross-model agreement,0.9690954504457443,gpt-4.1-mini vs gpt-5.4,0.968493070325545,Warm 1,1
classify_001,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,620,720,cross-model agreement,0.967626528916414,DeepSeek-V4-Flash vs gpt-5.4,0.9670584202116513,Warm 2,2
classify_001,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,620,820,cross-model agreement,0.9718507335229637,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9713595519179402,Warm 2,2
classify_001,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,720,820,cross-model agreement,0.9673709493143249,gpt-4.1-mini vs gpt-5.4,0.9667982454194051,Warm 2,2
classify_002,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,21,121,cross-model agreement,0.9699061377707555,DeepSeek-V4-Flash vs gpt-5.4,0.969346828967868,Cold 0,0
classify_002,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,21,221,cross-model agreement,0.9738553665579968,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9733720683837584,Cold 0,0
classify_002,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,121,221,cross-model agreement,0.9696681976636466,gpt-4.1-mini vs gpt-5.4,0.9691043630180036,Cold 0,0
classify_002,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,321,421,cross-model agreement,0.9710572470928172,DeepSeek-V4-Flash vs gpt-5.4,0.9704783234112373,Warm 1,1
classify_002,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,321,521,cross-model agreement,0.9748663215898362,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9743660907902161,Warm 1,1
classify_002,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,421,521,cross-model agreement,0.9708282350521731,gpt-4.1-mini vs gpt-5.4,0.9702446326069323,Warm 1,1
classify_002,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,621,721,cross-model agreement,0.9695372935175203,DeepSeek-V4-Flash vs gpt-5.4,0.9689866669238485,Warm 2,2
classify_002,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,621,821,cross-model agreement,0.9735312463939254,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9730554608319287,Warm 2,2
classify_002,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,721,821,cross-model agreement,0.9692964955906035,gpt-4.1-mini vs gpt-5.4,0.9687414107845017,Warm 2,2
classify_003,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,22,122,cross-model agreement,0.9661304636390022,DeepSeek-V4-Flash vs gpt-5.4,0.9655259190079591,Cold 0,0
classify_003,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,22,222,cross-model agreement,0.9706115158840065,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9700906975266783,Cold 0,0
classify_003,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,122,222,cross-model agreement,0.9658640467207281,gpt-4.1-mini vs gpt-5.4,0.965254628128903,Cold 0,0
classify_003,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,322,422,cross-model agreement,0.967581563627563,DeepSeek-V4-Flash vs gpt-5.4,0.9669562552392424,Warm 1,1
classify_003,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,322,522,cross-model agreement,0.971882799621942,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9713440571163363,Warm 1,1
classify_003,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,422,522,cross-model agreement,0.9673262869928431,gpt-4.1-mini vs gpt-5.4,0.9666959432178269,Warm 1,1
classify_003,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,622,722,cross-model agreement,0.9656625441269303,DeepSeek-V4-Flash vs gpt-5.4,0.9650675100573525,Warm 2,2
classify_003,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,622,822,cross-model agreement,0.9702013459347387,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9696887504565336,Warm 2,2
classify_003,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,722,822,cross-model agreement,0.9653925402218251,gpt-4.1-mini vs gpt-5.4,0.9647927059291626,Warm 2,2
classify_004,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,23,123,cross-model agreement,0.9739012398634974,DeepSeek-V4-Flash vs gpt-5.4,0.9734088053144901,Cold 0,0
classify_004,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,23,223,cross-model agreement,0.9773116817840277,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9768853482236107,Cold 0,0
classify_004,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,123,223,cross-model agreement,0.9736939015367541,gpt-4.1-mini vs gpt-5.4,0.9731974647131262,Cold 0,0
classify_004,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,323,423,cross-model agreement,0.9745575667757146,DeepSeek-V4-Flash vs gpt-5.4,0.9740380606492411,Warm 1,1
classify_004,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,323,523,cross-model agreement,0.9778889102361841,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9774390934921774,Warm 1,1
classify_004,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,423,523,cross-model agreement,0.9743553667638359,gpt-4.1-mini vs gpt-5.4,0.9738316460072247,Warm 1,1
classify_004,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,623,723,cross-model agreement,0.9733904363498707,DeepSeek-V4-Flash vs gpt-5.4,0.9728970219059735,Warm 2,2
classify_004,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,623,823,cross-model agreement,0.9768621987684445,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9764349442863108,Warm 2,2
classify_004,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,723,823,cross-model agreement,0.9731791017435067,gpt-4.1-mini vs gpt-5.4,0.9726816767838552,Warm 2,2
classify_005,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,24,124,cross-model agreement,0.9746973465795906,DeepSeek-V4-Flash vs gpt-5.4,0.974205870961297,Cold 0,0
classify_005,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,24,224,cross-model agreement,0.9780117994483554,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9775864055422234,Cold 0,0
classify_005,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,124,224,cross-model agreement,0.9744962414016991,gpt-4.1-mini vs gpt-5.4,0.9740007718971994,Cold 0,0
classify_005,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,324,424,cross-model agreement,0.9755160850574266,DeepSeek-V4-Flash vs gpt-5.4,0.9750068369215209,Warm 1,1
classify_005,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,324,524,cross-model agreement,0.9787312883453394,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9782905372342438,Warm 1,1
classify_005,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,424,524,cross-model agreement,0.975321396310381,gpt-4.1-mini vs gpt-5.4,0.9748080151559669,Warm 1,1
classify_005,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,624,724,cross-model agreement,0.9744371078442424,DeepSeek-V4-Flash vs gpt-5.4,0.9739531594864975,Warm 2,2
classify_005,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,624,824,cross-model agreement,0.9777829946080168,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9773641193399397,Warm 2,2
classify_005,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,724,824,cross-model agreement,0.9742339644746373,gpt-4.1-mini vs gpt-5.4,0.9737460811898425,Warm 2,2
classify_006,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,25,125,cross-model agreement,0.9752995254776405,DeepSeek-V4-Flash vs gpt-5.4,0.9748117657759515,Cold 0,0
classify_006,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,25,225,cross-model agreement,0.9786259860957084,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9782065526028915,Cold 0,0
classify_006,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,125,225,cross-model agreement,0.975103916348395,gpt-4.1-mini vs gpt-5.4,0.9746121964949043,Cold 0,0
classify_006,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,325,425,cross-model agreement,0.9760803412214669,DeepSeek-V4-Flash vs gpt-5.4,0.9755751485367371,Warm 1,1
classify_006,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,325,525,cross-model agreement,0.9793064639842434,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9788719884470134,Warm 1,1
classify_006,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,425,525,cross-model agreement,0.9758908074230513,gpt-4.1-mini vs gpt-5.4,0.9753815184870672,Warm 1,1
classify_006,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,625,725,cross-model agreement,0.975051592917631,DeepSeek-V4-Flash vs gpt-5.4,0.9745711960587883,Warm 2,2
classify_006,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,625,825,cross-model agreement,0.9784098477667751,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9779967700406151,Warm 2,2
classify_006,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,725,825,cross-model agreement,0.9748540561769632,gpt-4.1-mini vs gpt-5.4,0.9743697566602217,Warm 2,2
classify_007,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,26,126,cross-model agreement,0.9690194444781097,DeepSeek-V4-Flash vs gpt-5.4,0.9684680698131205,Cold 0,0
classify_007,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,26,226,cross-model agreement,0.9730760374938435,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9725995517893435,Cold 0,0
classify_007,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,126,226,cross-model agreement,0.9687746366599416,gpt-4.1-mini vs gpt-5.4,0.9682187977212711,Cold 0,0
classify_007,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,326,426,cross-model agreement,0.9705650217164457,DeepSeek-V4-Flash vs gpt-5.4,0.9700059877785204,Warm 1,1
classify_007,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,326,526,cross-model agreement,0.9744341344426888,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9739511402859191,Warm 1,1
classify_007,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,426,526,cross-model agreement,0.970332190239635,gpt-4.1-mini vs gpt-5.4,0.9697686328458115,Warm 1,1
classify_007,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,626,726,cross-model agreement,0.9686284022259397,DeepSeek-V4-Flash vs gpt-5.4,0.9680859837036708,Warm 2,2
classify_007,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,626,826,cross-model agreement,0.9727321792747161,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9722634455507874,Warm 2,2
classify_007,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,726,826,cross-model agreement,0.9683805683040074,gpt-4.1-mini vs gpt-5.4,0.9678337551747147,Warm 2,2
classify_008,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,27,127,cross-model agreement,0.9774045649642952,DeepSeek-V4-Flash vs gpt-5.4,0.976949717325501,Cold 0,0
classify_008,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,27,227,cross-model agreement,0.9803108091347044,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9799150875332902,Cold 0,0
classify_008,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,127,227,cross-model agreement,0.9772239845467559,gpt-4.1-mini vs gpt-5.4,0.9767654300874498,Cold 0,0
classify_008,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,327,427,cross-model agreement,0.9780597531656355,DeepSeek-V4-Flash vs gpt-5.4,0.9775884874063729,Warm 1,1
classify_008,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,327,527,cross-model agreement,0.9808896895193048,DeepSeek-V4-Flash vs gpt-4.1-mini,0.980479754259456,Warm 1,1
classify_008,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,427,527,cross-model agreement,0.9778843640167183,gpt-4.1-mini vs gpt-5.4,0.977409262215958,Warm 1,1
classify_008,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,627,727,cross-model agreement,0.977197260175541,DeepSeek-V4-Flash vs gpt-5.4,0.9767492171274738,Warm 2,2
classify_008,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,627,827,cross-model agreement,0.9801275484470624,DeepSeek-V4-Flash vs gpt-4.1-mini,0.979737735896849,Warm 2,2
classify_008,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,727,827,cross-model agreement,0.9770150377855961,gpt-4.1-mini vs gpt-5.4,0.9765633415402133,Warm 2,2
classify_009,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,28,128,cross-model agreement,0.9721278315637111,DeepSeek-V4-Flash vs gpt-5.4,0.9715941851979222,Cold 0,0
classify_009,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,28,228,cross-model agreement,0.9758586183526241,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9753994332895103,Cold 0,0
classify_009,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,128,228,cross-model agreement,0.9719076175609422,gpt-4.1-mini vs gpt-5.4,0.9713696496717267,Cold 0,0
classify_009,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,328,428,cross-model agreement,0.9731180306923758,DeepSeek-V4-Flash vs gpt-5.4,0.972565633717417,Warm 1,1
classify_009,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,328,528,cross-model agreement,0.9767231474263997,DeepSeek-V4-Flash vs gpt-4.1-mini,0.976247778170383,Warm 1,1
classify_009,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,428,528,cross-model agreement,0.9729054856628508,gpt-4.1-mini vs gpt-5.4,0.9723486210609237,Warm 1,1
classify_009,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,628,728,cross-model agreement,0.9720443550624887,DeepSeek-V4-Flash vs gpt-5.4,0.9715275948009343,Warm 2,2
classify_009,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,628,828,cross-model agreement,0.9757857129284504,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9753411304221256,Warm 2,2
classify_009,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,728,828,cross-model agreement,0.9718234950692657,gpt-4.1-mini vs gpt-5.4,0.9713025451114102,Warm 2,2
classify_010,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,29,129,cross-model agreement,0.9655243561827145,DeepSeek-V4-Flash vs gpt-5.4,0.9649318879398592,Cold 0,0
classify_010,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,29,229,cross-model agreement,0.9700801910246791,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9695698136798806,Cold 0,0
classify_010,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,129,229,cross-model agreement,0.9652532934476591,gpt-4.1-mini vs gpt-5.4,0.964656044862677,Cold 0,0
classify_010,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,329,429,cross-model agreement,0.9670267068829459,DeepSeek-V4-Flash vs gpt-5.4,0.9664128421663335,Warm 1,1
classify_010,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,329,529,cross-model agreement,0.9713968285729545,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9708679757043611,Warm 1,1
classify_010,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,429,529,cross-model agreement,0.9667671676112757,gpt-4.1-mini vs gpt-5.4,0.9661483564752047,Warm 1,1
classify_010,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,629,729,cross-model agreement,0.9650394190260839,DeepSeek-V4-Flash vs gpt-5.4,0.964456685623373,Warm 2,2
classify_010,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,629,829,cross-model agreement,0.9696549484868885,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9691529896024146,Warm 2,2
classify_010,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,729,829,cross-model agreement,0.9647646423663296,gpt-4.1-mini vs gpt-5.4,0.9641772039941909,Warm 2,2
extract_001,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,30,130,cross-model agreement,0.9795754600657025,DeepSeek-V4-Flash vs gpt-5.4,0.9792192741478102,Cold 0,0
extract_001,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,30,230,cross-model agreement,0.9822906249799481,DeepSeek-V4-Flash vs gpt-4.1-mini,0.98198325442537,Cold 0,0
extract_001,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,130,230,cross-model agreement,0.9794126753784825,gpt-4.1-mini vs gpt-5.4,0.9790535712459832,Cold 0,0
extract_001,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,330,430,cross-model agreement,0.980219141375418,DeepSeek-V4-Flash vs gpt-5.4,0.979851409177688,Warm 1,1
extract_001,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,330,530,cross-model agreement,0.9828538034883977,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9825364707426891,Warm 1,1
extract_001,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,430,530,cross-model agreement,0.9800614294511767,gpt-4.1-mini vs gpt-5.4,0.9796906889668464,Warm 1,1
extract_001,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,630,730,cross-model agreement,0.9795306700925234,DeepSeek-V4-Flash vs gpt-5.4,0.9791849170525878,Warm 2,2
extract_001,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,630,830,cross-model agreement,0.9822514243751529,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9819530955923405,Warm 2,2
extract_001,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,730,830,cross-model agreement,0.9793675325624442,gpt-4.1-mini vs gpt-5.4,0.9790189437871853,Warm 2,2
extract_002,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,31,131,cross-model agreement,0.9716855605142988,DeepSeek-V4-Flash vs gpt-5.4,0.971212592982764,Cold 0,0
extract_002,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,31,231,cross-model agreement,0.9753604667799376,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9749508118102148,Cold 0,0
extract_002,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,131,231,cross-model agreement,0.9714609052231107,gpt-4.1-mini vs gpt-5.4,0.9709840858652963,Cold 0,0
extract_002,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,331,431,cross-model agreement,0.9721738690613138,DeepSeek-V4-Flash vs gpt-5.4,0.9716687766755503,Warm 1,1
extract_002,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,331,531,cross-model agreement,0.9757908305238877,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9753532352608875,Warm 1,1
