prompt_id,left_model,right_model,left_phase,right_phase,left_repetition,right_repetition,left_row_index,right_row_index,pair_type,cosine_similarity
math_007,gpt-5.4,DeepSeek-V4-Flash,warm,warm,1,2,416,616,cross-model agreement,0.7236478783325021
math_007,gpt-5.4,gpt-5.4,warm,warm,1,2,416,716,within-model repeat,0.7761203643777679
math_007,gpt-5.4,gpt-4.1-mini,warm,warm,1,2,416,816,cross-model agreement,0.7233395210254417
math_007,gpt-4.1-mini,DeepSeek-V4-Flash,warm,warm,1,2,516,616,cross-model agreement,0.726660470277084
math_007,gpt-4.1-mini,gpt-5.4,warm,warm,1,2,516,716,cross-model agreement,0.7225273166102624
math_007,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,516,816,within-model repeat,0.7702190040482574
math_007,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,616,716,cross-model agreement,0.9479422103907928
math_007,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,616,816,cross-model agreement,0.9545838335378892
math_007,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,716,816,cross-model agreement,0.9475382778761028
math_008,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,17,117,cross-model agreement,0.9771144758072315
math_008,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,17,217,cross-model agreement,0.9801343657122539
math_008,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,17,317,cold-to-warm consistency,0.8819618815369202
math_008,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,17,417,cross-model agreement,0.860604820108218
math_008,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,17,517,cross-model agreement,0.8624470316685602
math_008,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,17,617,cold-to-warm consistency,0.8977497926770419
math_008,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,17,717,cross-model agreement,0.8756353411715364
math_008,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,17,817,cross-model agreement,0.8778094681291859
math_008,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,117,217,cross-model agreement,0.9769323313549746
math_008,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,117,317,cross-model agreement,0.86035626895087
math_008,gpt-5.4,gpt-5.4,cold,warm,0,1,117,417,cold-to-warm consistency,0.8840164757156477
math_008,gpt-5.4,gpt-4.1-mini,cold,warm,0,1,117,517,cross-model agreement,0.8602011181709158
math_008,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,2,117,617,cross-model agreement,0.8757081737413372
math_008,gpt-5.4,gpt-5.4,cold,warm,0,2,117,717,cold-to-warm consistency,0.8995687960481078
math_008,gpt-5.4,gpt-4.1-mini,cold,warm,0,2,117,817,cross-model agreement,0.8755433994959457
math_008,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,1,217,317,cross-model agreement,0.8624417893067341
math_008,gpt-4.1-mini,gpt-5.4,cold,warm,0,1,217,417,cross-model agreement,0.8604443942856049
math_008,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,1,217,517,cold-to-warm consistency,0.8820051169464355
math_008,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,2,217,617,cross-model agreement,0.8778110050951069
math_008,gpt-4.1-mini,gpt-5.4,cold,warm,0,2,217,717,cross-model agreement,0.8754721135011418
math_008,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,2,217,817,cold-to-warm consistency,0.8977880850326585
math_008,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,317,417,cross-model agreement,0.9778531496121196
math_008,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,317,517,cross-model agreement,0.9807820852118155
math_008,DeepSeek-V4-Flash,DeepSeek-V4-Flash,warm,warm,1,2,317,617,within-model repeat,0.8860946191064946
math_008,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,2,317,717,cross-model agreement,0.8643158748942612
math_008,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,2,317,817,cross-model agreement,0.8664815415981494
math_008,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,417,517,cross-model agreement,0.9776768102463032
math_008,gpt-5.4,DeepSeek-V4-Flash,warm,warm,1,2,417,617,cross-model agreement,0.8646374817765654
math_008,gpt-5.4,gpt-5.4,warm,warm,1,2,417,717,within-model repeat,0.8880849727065133
math_008,gpt-5.4,gpt-4.1-mini,warm,warm,1,2,417,817,cross-model agreement,0.8644747906051582
math_008,gpt-4.1-mini,DeepSeek-V4-Flash,warm,warm,1,2,517,617,cross-model agreement,0.86648832565661
math_008,gpt-4.1-mini,gpt-5.4,warm,warm,1,2,517,717,cross-model agreement,0.8641600100659844
math_008,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,517,817,within-model repeat,0.8861365055646616
math_008,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,617,717,cross-model agreement,0.9769017934924947
math_008,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,617,817,cross-model agreement,0.9799477901872568
math_008,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,717,817,cross-model agreement,0.9767179785405833
math_009,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,18,118,cross-model agreement,0.9794398057113934
math_009,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,18,218,cross-model agreement,0.9822306243282896
math_009,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,18,318,cold-to-warm consistency,0.8940605421721197
math_009,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,18,418,cross-model agreement,0.874415627319796
math_009,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,18,518,cross-model agreement,0.8765485454717771
math_009,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,18,618,cold-to-warm consistency,0.9085854991979717
math_009,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,18,718,cross-model agreement,0.8884265421569252
math_009,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,18,818,cross-model agreement,0.8907563963097181
math_009,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,118,218,cross-model agreement,0.9792764921626107
math_009,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,118,318,cross-model agreement,0.8742873329245962
math_009,gpt-5.4,gpt-5.4,cold,warm,0,1,118,418,cold-to-warm consistency,0.8952121350695289
math_009,gpt-5.4,gpt-4.1-mini,cold,warm,0,1,118,518,cross-model agreement,0.8741454316520987
math_009,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,2,118,618,cross-model agreement,0.8884676487645533
math_009,gpt-5.4,gpt-5.4,cold,warm,0,2,118,718,cold-to-warm consistency,0.9095973997671942
math_009,gpt-5.4,gpt-4.1-mini,cold,warm,0,2,118,818,cross-model agreement,0.8883182608743327
math_009,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,1,218,318,cross-model agreement,0.8765446558436188
math_009,gpt-4.1-mini,gpt-5.4,cold,warm,0,1,218,418,cross-model agreement,0.874269825690767
math_009,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,1,218,518,cold-to-warm consistency,0.894095368436842
math_009,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,2,218,618,cross-model agreement,0.8907576429238386
math_009,gpt-4.1-mini,gpt-5.4,cold,warm,0,2,218,718,cross-model agreement,0.8882784043228427
math_009,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,2,218,818,cold-to-warm consistency,0.9086161068600525
math_009,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,318,418,cross-model agreement,0.9799836781392897
math_009,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,318,518,cross-model agreement,0.9827034752523474
math_009,DeepSeek-V4-Flash,DeepSeek-V4-Flash,warm,warm,1,2,318,618,within-model repeat,0.8978050398774657
math_009,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,2,318,718,cross-model agreement,0.877908396678652
math_009,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,2,318,818,cross-model agreement,0.8802145617834547
math_009,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,418,518,cross-model agreement,0.9798246218133915
math_009,gpt-5.4,DeepSeek-V4-Flash,warm,warm,1,2,418,618,cross-model agreement,0.8780778483390381
math_009,gpt-5.4,gpt-5.4,warm,warm,1,2,418,718,within-model repeat,0.898919863744549
math_009,gpt-5.4,gpt-4.1-mini,warm,warm,1,2,418,818,cross-model agreement,0.8779302074008509
math_009,gpt-4.1-mini,DeepSeek-V4-Flash,warm,warm,1,2,518,618,cross-model agreement,0.8802196995629412
math_009,gpt-4.1-mini,gpt-5.4,warm,warm,1,2,518,718,cross-model agreement,0.8777659076891247
math_009,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,518,818,within-model repeat,0.8978387554754044
math_009,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,618,718,cross-model agreement,0.9792683135012268
math_009,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,618,818,cross-model agreement,0.9820814946973165
math_009,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,718,818,cross-model agreement,0.9791036582911952
math_010,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,19,119,cross-model agreement,0.9830508807923813
math_010,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,19,219,cross-model agreement,0.9853274521514509
math_010,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,19,319,cold-to-warm consistency,0.9124222075015285
math_010,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,19,419,cross-model agreement,0.8963200410591013
math_010,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,19,519,cross-model agreement,0.8979423468092494
math_010,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,19,619,cold-to-warm consistency,0.9245732212159523
math_010,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,19,719,cross-model agreement,0.9080442491344928
math_010,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,19,819,cross-model agreement,0.9098599824282914
math_010,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,119,219,cross-model agreement,0.9829155302252824
math_010,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,119,319,cross-model agreement,0.8961769722536848
math_010,gpt-5.4,gpt-5.4,cold,warm,0,1,119,419,cold-to-warm consistency,0.9135582614431835
math_010,gpt-5.4,gpt-4.1-mini,cold,warm,0,1,119,519,cross-model agreement,0.896056579625157
math_010,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,2,119,619,cross-model agreement,0.9080855378588056
math_010,gpt-5.4,gpt-5.4,cold,warm,0,2,119,719,cold-to-warm consistency,0.925567677412891
math_010,gpt-5.4,gpt-4.1-mini,cold,warm,0,2,119,819,cross-model agreement,0.9079596437243065
math_010,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,1,219,319,cross-model agreement,0.8979393437278933
math_010,gpt-4.1-mini,gpt-5.4,cold,warm,0,1,219,419,cross-model agreement,0.8961966319576707
math_010,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,1,219,519,cold-to-warm consistency,0.9124460086253561
math_010,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,2,219,619,cross-model agreement,0.9098608493490846
math_010,gpt-4.1-mini,gpt-5.4,cold,warm,0,2,219,719,cross-model agreement,0.9079192257949358
math_010,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,2,219,819,cold-to-warm consistency,0.9245940601413116
math_010,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,319,419,cross-model agreement,0.9834594540051974
math_010,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,319,519,cross-model agreement,0.9856838299587448
math_010,DeepSeek-V4-Flash,DeepSeek-V4-Flash,warm,warm,1,2,319,619,within-model repeat,0.9155740700159072
math_010,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,2,319,719,cross-model agreement,0.8992318293593282
math_010,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,2,319,819,cross-model agreement,0.9010403182593303
math_010,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,419,519,cross-model agreement,0.9833273358272213
math_010,gpt-5.4,DeepSeek-V4-Flash,warm,warm,1,2,419,619,cross-model agreement,0.8994162804043019
math_010,gpt-5.4,gpt-5.4,warm,warm,1,2,419,719,within-model repeat,0.9166723672870004
math_010,gpt-5.4,gpt-4.1-mini,warm,warm,1,2,419,819,cross-model agreement,0.8992915881485005
math_010,gpt-4.1-mini,DeepSeek-V4-Flash,warm,warm,1,2,519,619,cross-model agreement,0.9010441902318589
math_010,gpt-4.1-mini,gpt-5.4,warm,warm,1,2,519,719,cross-model agreement,0.8991110263405672
math_010,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,519,819,within-model repeat,0.9155970809709688
math_010,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,619,719,cross-model agreement,0.9829345081611098
math_010,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,619,819,cross-model agreement,0.9852259217927101
math_010,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,719,819,cross-model agreement,0.9827982371998234
classify_001,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,20,120,cross-model agreement,0.9680427820216089
classify_001,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,20,220,cross-model agreement,0.9722170325090042
classify_001,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,20,320,cold-to-warm consistency,0.8578859307634501
classify_001,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,20,420,cross-model agreement,0.8282193050626808
classify_001,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,20,520,cross-model agreement,0.8307190272273519
classify_001,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,20,620,cold-to-warm consistency,0.8795795414694058
classify_001,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,20,720,cross-model agreement,0.8486281777548218
classify_001,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,20,820,cross-model agreement,0.851644154600412
classify_001,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,120,220,cross-model agreement,0.9677904192653668
classify_001,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,120,320,cross-model agreement,0.8278647254082887
classify_001,gpt-5.4,gpt-5.4,cold,warm,0,1,120,420,cold-to-warm consistency,0.8607890909662214
classify_001,gpt-5.4,gpt-4.1-mini,cold,warm,0,1,120,520,cross-model agreement,0.8276577518700351
classify_001,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,2,120,620,cross-model agreement,0.8487450017344365
classify_001,gpt-5.4,gpt-5.4,cold,warm,0,2,120,720,cold-to-warm consistency,0.8821095438673817
classify_001,gpt-5.4,gpt-4.1-mini,cold,warm,0,2,120,820,cross-model agreement,0.8485208223601263
classify_001,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,1,220,320,cross-model agreement,0.8307101488426614
classify_001,gpt-4.1-mini,gpt-5.4,cold,warm,0,1,220,420,cross-model agreement,0.828003393420675
classify_001,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,1,220,520,cold-to-warm consistency,0.8579583877373267
classify_001,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,2,220,620,cross-model agreement,0.851647082147279
classify_001,gpt-4.1-mini,gpt-5.4,cold,warm,0,2,220,720,cross-model agreement,0.848406945646138
classify_001,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,2,220,820,cold-to-warm consistency,0.8796427214981964
classify_001,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,320,420,cross-model agreement,0.9693377935082368
classify_001,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,320,520,cross-model agreement,0.9733558992913688
classify_001,DeepSeek-V4-Flash,DeepSeek-V4-Flash,warm,warm,1,2,320,620,within-model repeat,0.8635242163151817
classify_001,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,2,320,720,cross-model agreement,0.8331910036623232
classify_001,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,2,320,820,cross-model agreement,0.8361669526006836
classify_001,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,420,520,cross-model agreement,0.9690954504457443
classify_001,gpt-5.4,DeepSeek-V4-Flash,warm,warm,1,2,420,620,cross-model agreement,0.8336626125863795
classify_001,gpt-5.4,gpt-5.4,warm,warm,1,2,420,720,within-model repeat,0.8663271964994202
classify_001,gpt-5.4,gpt-4.1-mini,warm,warm,1,2,420,820,cross-model agreement,0.8334424169298589
classify_001,gpt-4.1-mini,DeepSeek-V4-Flash,warm,warm,1,2,520,620,cross-model agreement,0.8361787636804212
classify_001,gpt-4.1-mini,gpt-5.4,warm,warm,1,2,520,720,cross-model agreement,0.832982698507174
classify_001,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,520,820,within-model repeat,0.8635941808728197
classify_001,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,620,720,cross-model agreement,0.967626528916414
classify_001,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,620,820,cross-model agreement,0.9718507335229637
classify_001,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,720,820,cross-model agreement,0.9673709493143249
classify_002,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,21,121,cross-model agreement,0.9699061377707555
classify_002,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,21,221,cross-model agreement,0.9738553665579968
classify_002,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,21,321,cold-to-warm consistency,0.866094379475171
classify_002,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,21,421,cross-model agreement,0.838037645325385
classify_002,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,21,521,cross-model agreement,0.8404963620892922
classify_002,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,21,621,cold-to-warm consistency,0.8867252162368623
classify_002,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,21,721,cross-model agreement,0.8575215262498815
classify_002,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,21,821,cross-model agreement,0.8604456697260456
classify_002,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,121,221,cross-model agreement,0.9696681976636466
classify_002,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,121,321,cross-model agreement,0.8377187832806112
classify_002,gpt-5.4,gpt-5.4,cold,warm,0,1,121,421,cold-to-warm consistency,0.8686748394294859
classify_002,gpt-5.4,gpt-4.1-mini,cold,warm,0,1,121,521,cross-model agreement,0.837521217494846
classify_002,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,2,121,621,cross-model agreement,0.8576261077570273
classify_002,gpt-5.4,gpt-5.4,cold,warm,0,2,121,721,cold-to-warm consistency,0.8889666588245495
classify_002,gpt-5.4,gpt-4.1-mini,cold,warm,0,2,121,821,cross-model agreement,0.8574131045129039
classify_002,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,1,221,321,cross-model agreement,0.8404883881164348
classify_002,gpt-4.1-mini,gpt-5.4,cold,warm,0,1,221,421,cross-model agreement,0.8378320555684747
classify_002,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,1,221,521,cold-to-warm consistency,0.8661587083362834
classify_002,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,2,221,621,cross-model agreement,0.8604482869405936
classify_002,gpt-4.1-mini,gpt-5.4,cold,warm,0,2,221,721,cross-model agreement,0.8573111566523934
classify_002,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,2,221,821,cold-to-warm consistency,0.8867811222085881
classify_002,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,321,421,cross-model agreement,0.9710572470928172
classify_002,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,321,521,cross-model agreement,0.9748663215898362
classify_002,DeepSeek-V4-Flash,DeepSeek-V4-Flash,warm,warm,1,2,321,621,within-model repeat,0.871447745769564
classify_002,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,2,321,721,cross-model agreement,0.8427939734388081
classify_002,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,2,321,821,cross-model agreement,0.8456809103816324
classify_002,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,421,521,cross-model agreement,0.9708282350521731
classify_002,gpt-5.4,DeepSeek-V4-Flash,warm,warm,1,2,421,621,cross-model agreement,0.8432175917495102
classify_002,gpt-5.4,gpt-5.4,warm,warm,1,2,421,721,within-model repeat,0.873937572083612
classify_002,gpt-5.4,gpt-4.1-mini,warm,warm,1,2,421,821,cross-model agreement,0.8430081670585872
classify_002,gpt-4.1-mini,DeepSeek-V4-Flash,warm,warm,1,2,521,621,cross-model agreement,0.8456915059465878
classify_002,gpt-4.1-mini,gpt-5.4,warm,warm,1,2,521,721,cross-model agreement,0.8425952107311744
classify_002,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,521,821,within-model repeat,0.8715098213817711
classify_002,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,621,721,cross-model agreement,0.9695372935175203
classify_002,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,621,821,cross-model agreement,0.9735312463939254
classify_002,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,721,821,cross-model agreement,0.9692964955906035
classify_003,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,22,122,cross-model agreement,0.9661304636390022
classify_003,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,22,222,cross-model agreement,0.9706115158840065
classify_003,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,22,322,cold-to-warm consistency,0.8498621123281506
classify_003,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,22,422,cross-model agreement,0.8182204002574538
classify_003,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,22,522,cross-model agreement,0.8211616356168636
classify_003,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,22,622,cold-to-warm consistency,0.8725715217592008
classify_003,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,22,722,cross-model agreement,0.8395823538040277
classify_003,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,22,822,cross-model agreement,0.8430124185958897
classify_003,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,122,222,cross-model agreement,0.9658640467207281
classify_003,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,122,322,cross-model agreement,0.8178998449082399
classify_003,gpt-5.4,gpt-5.4,cold,warm,0,1,122,422,cold-to-warm consistency,0.852518316893211
classify_003,gpt-5.4,gpt-4.1-mini,cold,warm,0,1,122,522,cross-model agreement,0.8176840587380657
classify_003,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,2,122,622,cross-model agreement,0.8396884529133473
classify_003,gpt-5.4,gpt-5.4,cold,warm,0,2,122,722,cold-to-warm consistency,0.8748939871482768
classify_003,gpt-5.4,gpt-4.1-mini,cold,warm,0,2,122,822,cross-model agreement,0.8394536719717676
classify_003,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,1,222,322,cross-model agreement,0.8211518389620742
classify_003,gpt-4.1-mini,gpt-5.4,cold,warm,0,1,222,422,cross-model agreement,0.817994770525539
classify_003,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,1,222,522,cold-to-warm consistency,0.8499429818914165
classify_003,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,2,222,622,cross-model agreement,0.843015663545306
classify_003,gpt-4.1-mini,gpt-5.4,cold,warm,0,2,222,722,cross-model agreement,0.839350833370964
classify_003,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,2,222,822,cold-to-warm consistency,0.8726422674697858
classify_003,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,322,422,cross-model agreement,0.967581563627563
classify_003,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,322,522,cross-model agreement,0.971882799621942
classify_003,DeepSeek-V4-Flash,DeepSeek-V4-Flash,warm,warm,1,2,322,622,within-model repeat,0.855773905519035
classify_003,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,2,322,722,cross-model agreement,0.8234852379417821
classify_003,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,2,322,822,cross-model agreement,0.8268607355672564
classify_003,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,422,522,cross-model agreement,0.9673262869928431
classify_003,gpt-5.4,DeepSeek-V4-Flash,warm,warm,1,2,422,622,cross-model agreement,0.8239120880274067
classify_003,gpt-5.4,gpt-5.4,warm,warm,1,2,422,722,within-model repeat,0.8583401175669557
classify_003,gpt-5.4,gpt-4.1-mini,warm,warm,1,2,422,822,cross-model agreement,0.8236817182335446
classify_003,gpt-4.1-mini,DeepSeek-V4-Flash,warm,warm,1,2,522,622,cross-model agreement,0.8268737831471923
classify_003,gpt-4.1-mini,gpt-5.4,warm,warm,1,2,522,722,cross-model agreement,0.8232679781797261
classify_003,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,522,822,within-model repeat,0.8558520432533825
classify_003,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,622,722,cross-model agreement,0.9656625441269303
classify_003,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,622,822,cross-model agreement,0.9702013459347387
classify_003,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,722,822,cross-model agreement,0.9653925402218251
classify_004,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,23,123,cross-model agreement,0.9739012398634974
classify_004,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,23,223,cross-model agreement,0.9773116817840277
classify_004,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,23,323,cold-to-warm consistency,0.8829167308740933
classify_004,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,23,423,cross-model agreement,0.8584298894222142
classify_004,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,23,523,cross-model agreement,0.8605458089918562
classify_004,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,23,623,cold-to-warm consistency,0.901375588793277
classify_004,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,23,723,cross-model agreement,0.8759443940358471
classify_004,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,23,823,cross-model agreement,0.8784829727139396
classify_004,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,123,223,cross-model agreement,0.9736939015367541
classify_004,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,123,323,cross-model agreement,0.8582094941199909
classify_004,gpt-5.4,gpt-5.4,cold,warm,0,1,123,423,cold-to-warm consistency,0.885247923834953
classify_004,gpt-5.4,gpt-4.1-mini,cold,warm,0,1,123,523,cross-model agreement,0.8580314338639101
classify_004,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,2,123,623,cross-model agreement,0.8761194773037908
classify_004,gpt-5.4,gpt-5.4,cold,warm,0,2,123,723,cold-to-warm consistency,0.9033837891947358
classify_004,gpt-5.4,gpt-4.1-mini,cold,warm,0,2,123,823,cross-model agreement,0.8759292613760914
classify_004,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,1,223,323,cross-model agreement,0.8605411474502662
